date,ret_eom,gvkey,iid,excntry,stock_ret,year,month,char_date,char_eom,me,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,bidaskhl_21d,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,ami_126d,ivol_capm_252d,betadown_252d,prc_highprc_252d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety
20061031,20061031,175503.0,01,USA,0.444444,2006,10,20060929,20060930,16.9425,0.9,16.9425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08615841,,,,,,,,,,,,,,,,,,,,9,,,,
20061130,20061130,175503.0,01,USA,0.246154,2006,11,20061031,20061031,24.4725,1.3,24.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77737063,,,,,,,0.02426424,0.0849847,1.32074873,0.0731633,-10.51082726,0.08817847,1.44920875,0.09071282,1.30906046,0.14734682,0.23809524,0.08624236,1.31513896,,,,,,,,10,,,,
20061229,20061231,175503.0,01,USA,0.111111,2006,12,20061130,20061130,38.0781,1.62,38.0781,,,,0.2461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00284271,,,,,,,0.0262322,0.05006874,0.49192319,0.12510306,-1.59005794,0.05012926,0.39401516,0.0514558,0.27106992,0.08230814,0.12121212,0.05153663,0.8681654,,,,,,,,11,,,,
20070131,20070131,175503.0,01,USA,0.072222,2007,1,20061229,20061231,42.309,1.8,42.309,,,,0.1111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00486505,90571.05,1.25577738,0.00290296,1.2609061,2.5240801,,0.01480815,0.02434775,-0.01139366,-0.08324279,-1.73236504,0.02381893,-0.97124463,0.02496962,-0.15444941,0.03664553,0.05487805,0.02446562,-0.02124094,3.000247,,,,,,,12,,,,
20070228,20070228,175503.0,01,USA,0.658031,2007,2,20070131,20070131,45.36465,1.93,45.36465,,,,0.0722222222,0.3846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00347061,106298.46684211,1.25106899,0.00320002,1.24368886,1.99347258,,0.01828377,0.05392963,-0.02130547,0.50333847,10.40791561,0.05461172,-0.17122323,0.05425205,-0.35854965,0.07150193,0.11801242,0.05515306,0.04560424,2.40177698,,,,,,,13,,,,
20070330,20070331,175503.0,01,USA,-0.05,2007,3,20070228,20070228,90.048,3.2,90.048,,,,0.6580310881,0.1913580247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00127123,251616.08973684,1.95744963,0.00482342,1.30548243,1.66102836,,0.01733597,0.07173213,1.32674441,-0.86829836,-7.13372152,0.07125112,1.5079355,0.05990211,0.21961181,0.12347253,0.19937695,0.077389,0.38869357,1.97482989,,,,,,,14,,,,
20070430,20070430,175503.0,01,USA,0.006579,2007,4,20070330,20070331,85.5456,3.04,85.5456,,,,-0.05,0.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00382989,284346.31096774,1.69880066,0.00499955,1.22439562,0.84990876,1.39294531,0.01599954,0.02179286,0.45437734,0.04245588,2.29985682,0.01706397,0.77268295,0.02069603,0.82044018,0.03936531,0.08013937,0.03173342,0.36109,1.30055631,0.0602337,,0.78961039,,,0.6384508791,15,,,,
20070531,20070531,175503.0,01,USA,0.19281,2007,5,20070430,20070430,86.2002,3.06,86.2002,,,,0.0065789474,0.5751295337,1.3384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00318263,353485.33422951,1.40271114,0.00552607,1.09746921,0.00296404,1.21475585,0.00966783,0.0383632,0.93558895,0.11111013,-6.11870301,0.04051419,0.83561846,0.04129581,1.14811373,0.04674179,0.10909091,0.03837646,0.93872874,0.21557758,0.05802946,2.72392931,0.79480519,,,0.7903554727,16,,,,
20070629,20070630,175503.0,01,USA,0.005479,2007,6,20070531,20070531,102.8205,3.65,102.8205,,,,0.1928104575,-0.04375,0.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00304216,419706.0023252,1.24980241,0.00559123,1.08229298,0.00300978,1.06498129,0.01351368,0.03740624,1.76298044,-0.48144213,1.35252271,0.03897814,1.814205,0.04013395,1.7578507,0.05639888,0.134375,0.03744723,1.71893235,0.18111543,0.05587629,2.86861746,0.94805195,,,0.9927126156,17,,,,
20070731,20070731,175503.0,01,USA,0.253406,2007,7,20070629,20070630,103.3839,3.67,103.3839,,,,0.0054794521,0.2006578947,1.0277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00479201,447895.5073871,1.13993949,0.00562118,1.06468761,0.00309503,0.95312776,0.01045713,0.02439766,-0.16664428,-0.51027966,-0.28357975,0.02540542,-0.39463134,0.02620613,-0.25940596,0.02923368,0.05571031,0.02482278,-0.35808021,0.14662202,0.05347964,2.6910423,0.95324675,,,0.5380571863,18,,,,
