date,ret_eom,gvkey,iid,excntry,stock_ret,year,month,char_date,char_eom,me,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,bidaskhl_21d,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,ami_126d,ivol_capm_252d,betadown_252d,prc_highprc_252d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety
20050729,20050731,273251.0,01W,HKG,-0.107916,2005,7,20050630,20050630,152.32932396,0.1904116549,152.32932396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,
20050831,20050831,273251.0,01W,HKG,0.083649,2005,8,20050729,20050731,135.89052632,0.1698631579,135.89052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00150035,,,,,,,0.00597093,0.03520477,-0.63270498,-0.15879073,-0.9720662,0.03587389,-0.82486193,0.03749806,-0.72367536,0.03600711,0.07316878,0.03570807,-0.30699479,,,,,,,,259,,,,
20050930,20050930,273251.0,01W,HKG,-0.0755,2005,9,20050831,20050831,147.25765817,0.1840720727,147.25765817,,,,0.0836491856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00303047,,,,,,,0.00823501,0.02426244,0.80835253,-0.41029749,1.01694523,0.02493998,1.04860094,0.02542216,1.07919949,0.04373385,0.06754689,0.02699415,0.63893916,,,,,,,,260,,,,
20051031,20051031,273251.0,01W,HKG,-0.090638,2005,10,20050930,20050930,136.13972193,0.1701746524,136.13972193,,,,-0.075499885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00494455,691731.01835412,1.06802134,0.00476652,1.05337013,0.00274629,,0.00633408,0.01302733,0.53192619,-0.13970127,0.62110418,0.01307277,0.72209151,0.01274149,0.32393224,0.01459042,0.01972942,0.01487631,-0.11163002,0.04378129,,,,,,,261,,,,
20051130,20051130,273251.0,01W,HKG,0.116382,2005,11,20051031,20051031,123.8003352,0.154750419,123.8003352,,,,-0.090637667,0.0018337968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00467521,593908.18146827,1.13962015,0.00415391,1.10688384,0.00312944,,0.00934159,0.01607983,0.29192135,-0.45429849,1.28574748,0.01520548,-0.11588894,0.01430875,-0.10263587,0.01954097,0.03382013,0.0201836,-0.25837973,0.04955389,,,,,,,262,,,,
20051230,20051231,273251.0,01W,HKG,0.03719,2005,12,20051130,20051130,138.20846246,0.1727605781,138.20846246,,,,0.1163819729,-0.159294418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00464457,532958.40972217,1.16044482,0.00375718,1.11746684,0.00344421,,0.01009058,0.02337455,0.65115935,-0.156645,-1.1925654,0.02331995,1.33288661,0.02390753,0.4480128,0.03514623,0.07274212,0.02342581,0.56371512,0.05103184,,,,,,,263,,,,
20060127,20060131,273251.0,01W,HKG,0.258481,2006,1,20051230,20051231,143.34838177,0.1791854772,143.34838177,,,,0.0371896136,0.0151957158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00494472,499424.59291015,1.16704282,0.00351499,1.1279311,0.00366034,0.00374429,0.00986176,,,,,,,,,,,,,0.05103184,,,,,,,264,,,,
20060228,20060228,273251.0,01W,HKG,0.285833,2006,2,20060127,20060131,180.40125027,0.2255015628,180.40125027,,,,0.2584812472,0.157899787,0.0548813494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00304495,440419.61542761,0.98664285,0.00302545,0.90488233,0.0042353,0.00363714,0.00955083,0.02512251,0.02063798,-0.1193329,-1.38413932,0.02365401,0.14011573,0.02467273,0.02531406,0.04366034,0.05901953,0.02643472,-0.05358806,0.05586065,0.02426802,,1.0,,,1.7041697371,265,,,,
20060331,20060331,273251.0,01W,HKG,0.344415,2006,3,20060228,20060228,231.96586227,0.2899573278,231.96586227,,,,0.2858328971,0.3052836785,0.2250721118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00175049,626646.18642124,1.3566321,0.00371673,1.12232665,0.00375242,0.00322537,0.01353542,0.03835119,0.61838811,-0.32476927,1.28725558,0.03688494,0.49944013,0.03624224,0.72870525,0.06926638,0.09108648,0.04075841,0.36137971,0.05368327,0.0268572,,1.0,,,2.4463595252,266,,,,
20060428,20060430,273251.0,01W,HKG,-0.007334,2006,4,20060331,20060331,311.85844647,0.3898230581,311.85844647,,,,0.3444152662,0.618196588,0.7038808291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00295355,794093.93025591,1.19358373,0.00418869,1.02579361,0.00344557,0.00321223,0.00669624,0.03341558,0.52906846,-0.29277231,0.8374614,0.03108927,0.57928613,0.03231803,0.58363475,0.06406244,0.08233479,0.03352457,0.57215392,0.04380401,0.02823483,1.39753139,1.0,,,2.1945114877,267,,,,
20060530,20060531,273251.0,01W,HKG,-0.004086,2006,5,20060428,20060430,309.57138802,0.386964235,309.57138802,,,,-0.007333643,0.7286933766,1.5190436355,1.2949241196,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2814019896,0.321692555,,0.2159602068,0.2100716763,0.6545340108,0.3174698951,0.3928937773,-0.075423882,,,,,,0.4240643129,,2.3259750639,,0.5736524985,,,,,,,,,0.0639777329,0.0533003929,,,,,,,,,,,,,,,1.0042234358,0.1546879175,0.1811757075,,1.2003238498,,0.8503805878,,,,,6.8442412833,,,,,0.3713429535,0.3093689704,0.0,-0.213021813,0.2247516167,0.0649896582,0.0574422682,0.0413195898,,-0.122595574,,0.1227821051,0.0854894372,,,,,,,0.8495505032,0.0013488,1313580.98385199,2.1516128,0.00553619,1.5427663,0.00276655,0.00293743,0.01184557,0.0338445,0.27947859,0.1104743,0.60031736,0.03489908,0.03837044,0.03081982,-0.47595897,0.04494702,0.05773664,0.03463136,0.4338721,0.03509099,0.02873563,1.29918703,0.87024324,,,1.5157330911,268,,1.578946262,,1.6240635911
20060630,20060630,273251.0,01W,HKG,-0.000775,2006,6,20060530,20060531,301.55166758,0.3769395845,301.55166758,0.0239552076,,,-0.004086176,0.3345558048,1.2398873594,1.1022430471,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2814019896,0.321692555,,0.2159602068,0.2100716763,0.6545340108,0.3174698951,0.3928937773,-0.075423882,,,,,,0.4240643129,,2.3259750639,,0.5736524985,,,,,,,,,0.0639777329,0.0533003929,,,,,,,,,,,,,,,1.0042234358,0.1546879175,0.1811757075,,1.2003238498,,0.8503805878,,,,,6.8442412833,,,,,0.3812187625,0.3175965908,0.0,-0.218687096,0.2307288516,0.0667180482,0.0589699365,0.042418478,,-0.125855984,,0.1269614438,0.0883993834,,,,,,,0.8486919545,0.00494282,1406304.4286306,2.05605232,0.00561167,1.56596946,0.00284715,0.00316516,0.0200288,0.04064824,1.97166914,-0.36552812,1.18929244,0.04217379,2.33031298,0.04125259,2.59315534,0.05919375,0.1444533,0.04980168,0.75217552,0.0482284,0.03031656,1.82581298,0.84769882,,,1.8488832504,269,,1.5756793675,,1.6241695587
20060731,20060731,273251.0,01W,HKG,0.031207,2006,7,20060630,20060630,301.31796978,0.3766474622,301.31796978,0.0239737869,0.0,0.0221528046,,-0.011389852,1.1507492525,1.264632398,,,,-0.107916173,,,,,,,,,,,,,,,,,,,,,,,,0.2814019896,0.321692555,,0.2159602068,0.2100716763,0.6545340108,0.3174698951,0.3928937773,-0.075423882,,,,,,0.4240643129,,2.3259750639,,0.5736524985,,,,,,,,,0.0639777329,0.0533003929,,,,,,,,,,,,,,,1.0042234358,0.1546879175,0.1811757075,,1.2003238498,,0.8503805878,,,,,6.8442412833,,,,,0.3815144302,0.317842914,0.0,-0.218856706,0.2309078015,0.0667697938,0.0590156727,0.0424513771,,-0.125953596,,0.1270875019,0.0884871538,,,,,,,0.8484469794,0.00452624,1443373.44621474,1.98381129,0.00555582,1.57416086,0.00286017,0.00332162,0.00951427,0.02339754,0.14502802,0.75652859,0.61468533,0.02370395,0.26749655,0.02280061,0.34224608,0.03577398,0.05669283,0.02643506,0.54165668,0.0806702,0.0297307,1.40491879,0.84704186,,,1.136250041,270,,1.5793985645,,1.6177103296
20060831,20060831,273251.0,01W,HKG,-0.046155,2006,8,20060731,20060731,310.72130063,0.3884016258,310.72130063,0.0232482703,0.0,0.0221528046,,,,,,0.0548813494,,0.0836491856,,,,0.1333452345,,,-0.237496047,,,,-0.026539963,0.0020637749,,-0.007305828,-0.003958513,-0.003347315,0.0486329403,,,,,,0.1470866691,0.2783887729,0.3321081416,0.1844767734,0.2159602068,0.2094133287,0.6545340108,0.3174698951,0.3928937773,-0.075423882,0.0005407057,0.003027104,,,,0.4625896599,0.6631688082,2.3259750639,,0.5301796716,,,,,,,,0.2081922989,0.0466827564,0.0388918011,,,,,,,,,,,0.2096886782,0.3763931796,,0.209075872,1.0205474361,0.1780807363,0.1850174791,,1.1723862841,,0.8503805878,,0.936448503,,,13.513223596,,,,,0.3703295628,0.3158767446,0.0,-0.212233465,0.2311433468,0.0661488005,0.0659485612,0.0411666749,,-0.122141874,,0.122205297,0.0850878233,0.6087082893,,,,,0.5705206381,0.8265750314,0.0052855,1366531.72473064,2.08853188,0.00488995,1.78038938,0.00305751,0.00368455,0.00669135,0.02586986,1.33284515,-0.48406047,1.1787392,0.02572734,1.37908403,0.02557461,0.54597111,0.04144516,0.07515862,0.02683936,1.20277312,0.088744,0.0287378,1.581999,0.87347578,,,1.3537945216,271,,1.4639448397,,1.7024938763
20060929,20060930,273251.0,01W,HKG,0.040641,2006,9,20060831,20060831,296.38002436,0.3704750305,296.38002436,0.0243732108,0.0,0.0221528046,-0.04615479,0.0304081656,0.3695181466,1.298567339,1.1573170571,0.2250721118,,-0.075499885,,,,0.1333452345,,,-0.237496047,,,,-0.026539963,0.0020637749,,-0.007305828,-0.003958513,-0.003347315,0.0486329403,,,,,,0.1470866691,0.2783887729,0.3321081416,0.1844767734,0.2159602068,0.2094133287,0.6545340108,0.3174698951,0.3928937773,-0.075423882,0.0005407057,0.003027104,,,,0.4625896599,0.6631688082,2.3259750639,,0.5301796716,,,,,,,,0.2081922989,0.0466827564,0.0388918011,,,,,,,,,,,0.2096886782,0.3763931796,,0.209075872,1.0205474361,0.1780807363,0.1850174791,,1.1723862841,,0.8503805878,,0.936448503,,,13.513223596,,,,,0.3882491193,0.3311614308,0.0,-0.222503047,0.242327942,0.0693496175,0.069139689,0.0431586535,,-0.128052091,,0.1298108397,0.0903833309,0.567414968,,,,,0.5727977613,0.8591058588,0.00501161,1145351.18407965,2.4489164,0.00371479,2.2067547,0.00360555,0.00381626,0.0051812,0.02384946,1.20614078,-0.1964597,-1.60520478,0.02483354,1.35159624,0.02366368,1.22837081,0.03266006,0.07491935,0.02492795,1.1673926,0.10698238,0.02874845,1.47141598,0.83316069,,,1.0710014591,272,,1.4660363527,,1.6993074575
