date,ret_eom,gvkey,iid,excntry,stock_ret,year,month,char_date,char_eom,me,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,bidaskhl_21d,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,ami_126d,ivol_capm_252d,betadown_252d,prc_highprc_252d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety
20050228,20050228,64566.0,01C,CAN,0.22494,2005,2,20050131,20050131,7.8708311511,0.1493204673,7.8708311511,,0.0,-3.33067e-16,0.1207395873,0.0830614512,-0.017085183,0.1449609251,0.3641708094,0.2586011272,-0.716984505,0.4099570635,0.0124945981,-0.105875732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3464585964,0.2218378022,-0.380181537,,0.6580742987,1.0552461,8231.73858908,2.15058565,0.00121609,2.08079529,4.0382243,3.50637745,0.04158091,0.04960305,2.29833825,0.29398451,-0.20217157,0.05096703,2.22437968,0.0466024,1.09875154,0.06998328,0.18938232,0.0524874,2.28169322,22.58130494,0.07625447,0.5758599,0.83779828,0.04763723,0.3945973578,0.9154880936,93,,,,1.4942626912
20050331,20050331,64566.0,01C,CAN,0.174667,2005,3,20050228,20050228,20.294083889,0.1829086802,20.294083889,,1.1049116883,-0.744273513,0.2249404489,0.1459880404,0.3563506129,0.1322702926,0.0843452396,-0.015655809,-0.500471377,-0.059822375,0.0383821275,0.1114686181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5252942018,0.0120004914,0.2961464981,,0.4660564455,0.00536517,13916.89505552,1.9182292,0.00147277,1.80058922,3.39302722,3.50681321,0.01900822,0.05195649,1.13851048,-0.1980244,7.41163422,0.05431501,0.97743116,0.04858428,0.83066475,0.08412197,0.14763599,0.05389311,0.74903226,7.70631084,0.06430609,1.1803809,0.96550073,0.05722591,0.4058384437,1.2959833579,94,,,,1.5050036526
20050429,20050430,64566.0,01C,CAN,-0.026342,2005,4,20050331,20050331,22.921911655,0.2065930461,22.921911655,0.0397859335,1.1049116883,-0.7050528,0.1746668759,0.3728392532,0.5128186975,0.4879910677,0.4127738307,-0.149673531,-0.673104629,-0.101201606,0.0634610804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4559838387,0.2801313482,0.623836137,,0.7205542725,0.00403085,25692.71791595,2.26841508,0.00196105,1.81979982,1.3493055,3.43663402,0.02403621,0.0849816,-0.5641621,0.68055004,1.83546739,0.08868709,-0.48764519,0.07838049,1.45683236,0.13529798,0.30559447,0.09817244,0.98546418,6.52198177,0.06680214,0.78567073,0.87675332,0.07037636,0.5234999279,1.9994948073,95,,,,1.2344021653
20050531,20050531,64566.0,01C,CAN,0.05406,2005,5,20050429,20050430,22.31971833,4.0230206074,22.31971833,0.040859371,1.1050634592,-0.7051249,-0.026341718,0.4388969703,0.7465760847,0.5850767392,0.8463969589,0.0390189545,-0.724137792,0.1333009822,0.0489481076,0.2829615899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4763179632,0.3440903211,1.0191834062,,0.8377777778,0.00471648,32474.17653269,1.9196546,0.00214581,1.70211597,1.00507766,3.35268816,0.00779423,0.04797447,0.29789464,0.51100809,4.28796446,0.04613313,0.41729445,0.04400248,0.42702837,0.07330196,0.12133782,0.05117653,0.67622137,4.7356091,0.06549761,1.27023998,0.85365813,0.07504508,0.5914588641,1.0942479128,96,,,,1.0796661341
20050630,20050630,64566.0,01C,CAN,0.060307,2005,6,20050531,20050531,23.52632781,4.2405060941,23.52632781,0.0387637909,1.1050634592,-0.7051249,0.0540602468,0.1437241323,0.6055223137,0.9002390055,0.586303832,-0.067191915,-0.717841166,-0.067895157,0.0600349625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5080645609,0.2612574137,1.1558304024,,0.803906837,3.00789065,33254.75099308,1.87730064,0.00204338,1.79727071,0.84517042,3.17297577,0.01007145,0.03026686,0.69681177,0.19432552,-0.35886241,0.03118279,0.89632561,0.03238122,0.73500549,0.0441032,0.07564934,0.03027016,0.668592,3.41669457,0.0599745,0.13840258,0.8998071,0.07957262,0.5959234677,0.7207658755,97,,,,1.1486455419
20050729,20050731,64566.0,01C,CAN,0.036789,2005,7,20050630,20050630,24.002034368,4.3262498862,24.002034368,0.0751418788,1.1050634592,-0.666584485,0.0603074158,0.0262944889,0.6550320467,0.8237848454,0.7938537936,0.0599985302,,0.1027187364,0.0561793879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4902268799,0.3721413503,1.4947900212,,0.8582259287,5.73533675,31427.84648312,1.94378303,0.00161227,1.86303364,1.67246083,3.00634207,0.01046695,0.02140618,0.3196951,0.10942546,1.57800162,0.02184159,0.35672698,0.02262133,0.50823086,0.03139489,0.047058,0.0218253,0.14440551,3.5594379,0.05849461,0.23532456,0.91800136,0.07289775,0.5343275244,0.5249609,98,,,,1.4037630843
20050831,20050831,64566.0,01C,CAN,0.644231,2005,8,20050729,20050731,24.885039192,4.4854072084,24.885039192,0.0724755924,1.1050634592,-0.666584485,0.0367887492,0.1176278963,0.5657899233,0.900602538,0.7248609436,-0.017085183,,-0.187826852,0.0765989881,-0.223586698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4753502148,0.250051262,0.8947072188,,0.8149276466,1.05550254,35290.64345172,1.7636279,0.00156837,1.899792,1.67249047,2.85079951,0.01242518,0.03095404,0.40753155,-0.14658843,2.92640721,0.02950733,-0.05712697,0.03038808,-0.18055728,0.04801817,0.06195105,0.03217209,0.30127185,2.8878866,0.05636431,-0.01590423,0.95177348,0.08149123,0.5736177653,0.8356179935,99,,,,1.2905761951
20050930,20050930,64566.0,01C,CAN,0.20352,2005,9,20050831,20050831,39.981519777,7.206474365,39.981519777,0.0685016028,1.1050634592,-0.643462067,0.6442312884,0.0993147994,0.3252835088,0.860389394,1.2018906008,0.3563506129,-0.7048312,0.0982470877,0.1262339154,-0.072452214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8174127781,0.0861224497,0.0334477554,,0.8841786525,0.0036545,48314.51699605,1.48239503,0.00180154,1.68500902,1.64598449,2.50580297,0.01091932,0.04788561,1.16869229,-0.34448913,0.65384485,0.05025333,1.1233561,0.05014004,1.07858132,0.0960245,0.15218112,0.0503121,0.81919219,2.48273326,0.05384555,0.03482831,0.93319686,0.09269733,0.6135738234,1.7149351363,100,,,,1.1391289089
20051031,20051031,64566.0,01C,CAN,-0.052231,2005,10,20050930,20050930,48.248653534,8.6731356344,48.248653534,0.0567642408,1.1107548709,-0.646162095,0.2035199454,0.704720501,0.8550558084,1.9915164161,2.2965417892,0.5128186975,-0.480231457,0.0174523908,0.1431491476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6800957972,0.2539616658,0.2238847562,,0.9674315322,0.00469132,54814.12373835,1.18875908,0.00167437,1.14938731,1.65907587,1.5055778,0.02035854,0.03184229,0.78633807,-0.28717564,3.95667549,0.03167038,0.47873456,0.03230756,0.50466233,0.05379614,0.08977016,0.03235679,0.89933239,2.09276644,0.05247252,0.15629646,0.97302032,0.09030199,0.5848752838,0.9920809931,101,,,,1.28478351
20051130,20051130,64566.0,01C,CAN,-0.052681,2005,11,20051031,20051031,45.74500352,8.2201264186,45.74500352,0.0598709799,1.1115137258,-0.646521549,-0.052231308,0.9788651505,1.2929981768,2.2124765777,2.8993999424,0.7465760847,-0.53031379,0.0591993991,0.1330190834,-0.127833967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7667194203,0.4522779151,0.4701644395,,0.9759579264,1.05549034,59892.76469225,1.13371575,0.00159538,1.08612871,1.83901378,1.42218364,0.0140147,0.03625093,0.6509408,0.22921104,2.0621256,0.03563065,0.78626092,0.03463459,1.04390053,0.05281203,0.08944263,0.04042693,1.14580687,1.80275515,0.05033921,0.40514413,0.85404006,0.08523464,0.498884695,1.0030039395,102,,,,1.4553906065
