date,ret_eom,gvkey,iid,excntry,stock_ret,year,month,char_date,char_eom,me,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,bidaskhl_21d,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,ami_126d,ivol_capm_252d,betadown_252d,prc_highprc_252d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety
20050228,20050228,30277.0,01,USA,0.086924,2005,2,20050131,20050131,323.66963648,26.690000534,323.66963648,0.0191965964,0.0457916523,-0.02769692,-0.135126382,0.1700511514,-0.028755128,-0.095650518,-0.061538734,0.0318866773,0.5234981653,0.0092674904,-0.016325522,0.0603249278,0.0196449307,0.1384114314,0.1158765,0.2080338809,0.069152927,-1.0,0.2822802941,-0.392592115,0.0124989664,0.0,0.0,0.024061916,-0.018574807,0.0426367229,0.019636508,0.0164381749,0.003198333,0.0,0.0,0.0125320412,0.1237195919,0.1180430404,0.7797053035,0.2208867354,,0.1648893898,0.4966506703,0.021525079,0.021525079,0.0,0.0030428815,0.0250517373,0.0030428815,0.0250517373,0.4558578233,1.4608410921,1.7938196609,4.2073693514,,0.3362053284,-0.026628164,0.1052631579,8.0,0.0521791517,0.0410166572,0.0017044354,0.0543234767,0.0957627247,0.0572065798,0.0414648787,-0.000284969,0.0023012336,,0.0949513569,0.0793310564,0.0015483975,0.0642438198,-0.026900011,0.0921611899,-0.284939789,0.2549240356,0.8876254307,,0.2514599846,1.6058708202,0.1184210091,0.2239296168,-0.000128608,1.357517769,0.1700578753,0.761316136,0.4522319031,0.8793286518,5.0,-4.634705508,6.6732751487,347.40248378,-14.47095672,0.1936378539,0.0356509342,0.9341160428,0.6881059417,0.0,-0.314054791,1.5737713477,0.1134613688,0.1106189644,0.081536842,0.0290666746,0.008959753,,0.545307622,0.3049459997,0.4988409806,14.282473722,1.3769051165,-0.26689689,-0.618810096,0.3929713335,0.7649593379,0.00077772,4492723.9359728,0.72535194,0.01318455,0.75621886,0.00073031,0.00106909,0.00378338,0.01967379,-1.65972996,0.1275709,0.43522266,0.02012835,-0.89848106,0.01920198,-0.53986251,0.01387127,0.02057316,0.02138276,-2.02220454,0.00416645,0.0175949,1.13928234,0.72311029,0.4373941,1.1814997865,0.7116727482,145,1.1064934341,1.2402298298,-0.445481788,1.2552957072
20050331,20050331,30277.0,01,USA,0.009997,2005,3,20050228,20050228,351.80427278,29.010000229,351.80427278,0.0176613983,0.0457916523,-0.027696921,0.0869239271,-0.095867212,-0.006057108,-0.176924256,-0.195802502,-0.04262666,-0.001302588,0.0136255976,-0.009662038,0.0304920962,0.0103034796,0.1384114314,0.1158765,0.2080338809,0.069152927,-1.0,0.2822802941,-0.392592115,0.0124989664,0.0,0.0,0.024061916,-0.018574807,0.0426367229,0.019636508,0.0164381749,0.003198333,0.0,0.0,0.0125320412,0.1237195919,0.1180430404,0.7797053035,0.2208867354,,0.1648893898,0.4966506703,0.021525079,0.021525079,0.0,0.0030428815,0.0250517373,0.0030428815,0.0250517373,0.4558578233,1.4608410921,1.7938196609,4.2073693514,,0.3362053284,-0.026628164,0.1052631579,8.0,0.0521791517,0.0410166572,0.0017044354,0.0543234767,0.0957627247,0.0572065798,0.0414648787,-0.000284969,0.0023012336,,0.0949513569,0.0793310564,0.0015483975,0.0642438198,-0.026900011,0.0921611899,-0.284939789,0.2549240356,0.8876254307,,0.2514599846,1.6058708202,0.1184210091,0.2239296168,-0.000128608,1.357517769,0.1700578753,0.761316136,0.4522319031,0.8793286518,5.0,-4.634705508,6.6732751487,347.40248378,-14.47095672,0.1936378539,0.0356509342,0.8594125296,0.6330764497,0.0,-0.288939072,1.4479130568,0.1043875895,0.101772499,0.075016144,0.0267421425,0.00824322,,0.4839773419,0.2706489849,0.4950398396,14.686403149,1.2842113089,-0.385154138,-0.682351183,0.3902857182,0.7408479059,0.00085777,4899583.70027542,0.76727252,0.01440229,0.7809202,0.0007002,0.00102213,0.0041678,0.01497047,1.16251053,0.54095813,1.96573053,0.01458077,0.46152067,0.01569165,1.08493577,0.02355975,0.05781819,0.01649087,1.70361605,0.00328912,0.01691298,1.06004783,0.78596587,0.44359361,1.1516997142,1.2538969958,146,1.1125846243,1.2405206396,-0.449460045,1.2689259061
20050429,20050430,30277.0,01,USA,0.028826,2005,4,20050331,20050331,341.52079285,29.13999939,341.52079285,0.0195416374,-0.005852914,0.0249101803,0.0099965241,-0.059948171,0.0358060339,-0.145058998,-0.137648551,-0.201777959,-0.123098626,0.0143695511,-0.010059585,0.1443701675,-0.003248758,0.1384114314,0.1158765,0.2080338809,0.069152927,-1.0,0.2822802941,-0.392592115,0.0124989664,0.0,0.0,0.024061916,-0.018574807,0.0426367229,0.019636508,0.0164381749,0.003198333,0.0,0.0,0.0125320412,0.1237195919,0.1180430404,0.7797053035,0.2208867354,,0.1648893898,0.4966506703,0.021525079,0.021525079,0.0,0.0030428815,0.0250517373,0.0030428815,0.0250517373,0.4558578233,1.4608410921,1.7938196609,4.2073693514,,0.3362053284,-0.026628164,0.1052631579,8.0,0.0521791517,0.0410166572,0.0017044354,0.0543234767,0.0957627247,0.0572065798,0.0414648787,-0.000284969,0.0023012336,,0.0949513569,0.0793310564,0.0015483975,0.0642438198,-0.026900011,0.0921611899,-0.284939789,0.2549240356,0.8876254307,,0.2514599846,1.6058708202,0.1184210091,0.2239296168,-0.000128608,1.357517769,0.1700578753,0.761316136,0.4522319031,0.8793286518,5.0,-4.634705508,6.6732751487,347.40248378,-14.47095672,0.1936378539,0.0356509342,0.8852901678,0.6521389171,0.0,-0.297639272,1.4915109436,0.1075307881,0.104836955,0.0772749436,0.027547371,0.0084914303,,0.5047258925,0.282251954,0.4842373929,14.546480151,1.2535098375,-0.262292754,-0.199088042,0.5694038832,0.7535697394,0.00162718,4727112.77531891,0.80771808,0.01394099,0.81799292,0.00077817,0.00103917,0.00493181,0.00808484,-0.39836249,0.0630842,-0.44118015,0.00781652,-0.19847875,0.00818206,-0.51733153,0.01107051,0.01719297,0.00820455,-0.16909193,0.00294789,0.01653594,1.15875528,0.78948793,0.44325577,1.1906420923,0.6012362849,147,1.1131577629,1.2369183208,-0.434985313,1.2671206127
20050531,20050531,30277.0,1.0,USA,0.00934,2005,5,20050429,20050430,351.09577464,29.979999542,351.09577464,0.0190087036,-0.006700594,0.025763215,0.0288263615,0.0977893883,0.1109039892,-0.07785245,-0.141366216,-0.179252334,-0.145860415,-0.049725357,-0.00291852,-0.065925632,0.0152546847,0.1122768322,0.102162258,0.0621451104,0.0516153486,-1.0,0.3367957363,-0.046895641,0.0076004557,0.0,0.1313253684,0.0455764691,0.0129618139,0.0326146553,0.0261074832,0.0216818183,0.0044256649,0.0,0.1313253684,0.009294553,0.0662996123,0.1122876554,0.7854176311,0.2229116804,0.3039191236,0.1655767383,0.600565721,-0.028028117,-0.028028117,0.0,-0.006858467,-0.058267321,0.1244669011,1.0574305478,0.3524453971,1.4787039499,1.7848409828,5.3484572186,0.0,0.3940220692,0.2246247311,-0.105263158,8.0,0.04119909,0.0295025215,0.0027453719,0.3897908641,0.052764344,0.041639914,0.0306735683,-0.013110697,-0.00752889,,0.0803333987,-0.128462102,-0.010850895,0.0280769891,-0.757372592,-1.590224439,-0.090341216,0.2403109834,0.8736018346,0.3351788279,0.2479394977,1.6129644092,0.1245653951,0.216053213,0.0044592021,1.4066864332,0.1694407716,0.7495405648,0.71706749,0.8710182186,4.0,-4.48627491,6.6414385273,324.01936275,-16.25268292,-0.116384884,0.0359052068,0.8675325139,0.6167206091,0.0,-0.341826956,1.4702569421,0.1021145869,0.1080645304,0.0792946028,0.069465376,0.0540906538,0.0,0.4176616704,0.2847779757,0.491467435,14.960636479,1.2923591315,-0.264479896,0.189982111,0.6263153179,0.7263076092,0.00124891,4149855.57008972,0.84604873,0.01203734,0.85607034,0.0009729,0.00101966,0.00579749,0.01210167,1.31721582,0.03654031,1.37148682,0.01207744,1.29397523,0.0125599,0.98759695,0.02123699,0.03218078,0.01361925,0.89854612,0.0030094,0.01669681,1.04893891,0.86124672,0.44009924,1.1606280621,1.1564926578,148,0.8503180383,1.3153180306,-0.967496952,1.2051203023
20050630,20050630,30277.0,01,USA,0.033887,2005,6,20050531,20050531,352.89240447,30.100000381,352.89240447,0.0202173685,-0.005850929,0.0265522937,0.0093395878,0.039111049,0.0211589104,0.1225935549,-0.070389725,-0.186640946,-0.007793755,0.0464122295,-0.00628876,-0.024654409,0.0145080241,0.1122768322,0.102162258,0.0621451104,0.0516153486,-1.0,0.3367957363,-0.046895641,0.0076004557,0.0,0.1313253684,0.0455764691,0.0129618139,0.0326146553,0.0261074832,0.0216818183,0.0044256649,0.0,0.1313253684,0.009294553,0.0662996123,0.1122876554,0.7854176311,0.2229116804,0.3039191236,0.1655767383,0.600565721,-0.028028117,-0.028028117,0.0,-0.006858467,-0.058267321,0.1244669011,1.0574305478,0.3524453971,1.4787039499,1.7848409828,5.3484572186,0.0,0.3940220692,0.2246247311,-0.105263158,8.0,0.04119909,0.0295025215,0.0027453719,0.3897908641,0.052764344,0.041639914,0.0306735683,-0.013110697,-0.00752889,,0.0803333987,-0.128462102,-0.010850895,0.0280769891,-0.757372592,-1.590224439,-0.090341216,0.2403109834,0.8736018346,0.3351788279,0.2479394977,1.6129644092,0.1245653951,0.216053213,0.0044592021,1.4066864332,0.1694407716,0.7495405648,0.71706749,0.8710182186,4.0,-4.48627491,6.6414385273,324.01936275,-16.25268292,-0.116384884,0.0359052068,0.8631157717,0.6135807891,0.0,-0.340086662,1.4627716365,0.1015947058,0.1075143571,0.0788909017,0.069111717,0.0538152699,0.0,0.4144394592,0.2825809467,0.5143545971,14.982898555,1.2387456552,-0.017465441,0.312772121,0.6262842265,0.7548798498,0.00214395,3815294.15435028,0.93711586,0.01104995,0.94978743,0.0010751,0.00104303,0.00419078,0.00875421,-0.40525571,-0.18571761,1.02947748,0.00755329,1.58258241,0.00724823,0.95347547,0.01620149,0.02225271,0.01273126,-0.35851843,0.00337346,0.0165504,0.87306761,0.86593791,0.44058229,1.1669658923,0.8914236093,149,0.8475292834,1.3121244593,-0.965284723,1.206359071
20050729,20050731,30277.0,1.0,USA,-0.04338,2005,7,20050630,20050630,364.85088984,31.120000839,364.85088984,0.0195547167,-0.005850929,0.0265522924,0.0338870585,0.0384351756,-0.014058678,0.0863698561,-0.103324268,-0.130028997,-0.132082254,-0.063612498,0.0025748358,0.0655625365,0.0029008141,0.1122768322,0.102162258,0.0621451104,0.0516153486,-1.0,0.3367957363,-0.046895641,0.0076004557,0.0,0.1313253684,0.0455764691,0.0129618139,0.0326146553,0.0261074832,0.0216818183,0.0044256649,0.0,0.1313253684,0.009294553,0.0662996123,0.1122876554,0.7854176311,0.2229116804,0.3039191236,0.1655767383,0.600565721,-0.028028117,-0.028028117,0.0,-0.006858467,-0.058267321,0.1244669011,1.0574305478,0.3524453971,1.4787039499,1.7848409828,5.3484572186,0.0,0.3940220692,0.2246247311,-0.105263158,8.0,0.04119909,0.0295025215,0.0027453719,0.3897908641,0.052764344,0.041639914,0.0306735683,-0.013110697,-0.00752889,,0.0803333987,-0.128462102,-0.010850895,0.0280769891,-0.757372592,-1.590224439,-0.090341216,0.2403109834,0.8736018346,0.3351788279,0.2479394977,1.6129644092,0.1245653951,0.216053213,0.0044592021,1.4066864332,0.1694407716,0.7495405648,0.71706749,0.8710182186,4.0,-4.48627491,6.6414385273,324.01936275,-16.25268292,-0.116384884,0.0359052068,0.8348259754,0.5934698421,0.0,-0.328939858,1.4148273017,0.0982648008,0.1039904275,0.0763051449,0.0668464863,0.0520514011,0.0,0.3941971329,0.2687789411,0.4952122023,15.125489987,1.1946411773,-0.116703597,0.1060716298,0.6253032316,0.7434656577,0.00212049,3245294.87341156,1.01590573,0.00940312,1.03197738,0.00131391,0.00106568,0.00341101,0.01367393,-0.36707767,0.22142253,0.38586804,0.01043341,0.43292547,0.01278179,-0.09080107,0.02053665,0.02657805,0.0144515,-0.08612916,0.00398282,0.01667418,0.89994663,0.89942203,0.44058199,1.1957643352,1.120352569,150,0.8521027973,1.3130518715,-0.963483693,1.2032043748
20050831,20050831,30277.0,01,USA,-0.032247,2005,8,20050729,20050731,349.02348537,29.770000458,349.02348537,0.0204414777,-0.005850929,0.0265522948,-0.043380473,0.0435431374,0.1786137908,0.1926939501,-0.009959623,-0.028755128,-0.24727541,-0.154876933,0.0127108776,-0.009127854,0.0064340315,0.0849749441,0.0897117389,0.1799582004,0.0872840149,-1.0,0.3659438622,0.2096301308,0.0130603256,0.0,0.1313253684,0.0508056737,-0.006885822,0.0576914957,0.0315740924,0.0262505725,0.00532352,0.0,0.0,0.0055638741,0.0589549791,0.1097356995,0.7898817393,0.1946349053,0.2959224195,0.1622187525,0.5007449617,-0.031548108,-0.031548108,0.0,0.0183611094,0.1572549238,0.0183611094,0.1572549238,0.4044564888,1.4880683645,1.7703927186,4.56319105,0.0,0.3469902137,0.2246247311,-0.105263158,8.0,0.0683697131,0.0295025215,0.0034868883,0.5501445087,0.0614576268,0.0345867509,0.0245873921,-0.003068469,-0.002410026,,0.0014437872,-0.098144894,0.0044913811,0.0009959952,-0.464334584,-0.928630428,0.0702472139,0.2310953391,0.8570018959,0.3223233113,0.2111739955,1.602425726,0.0983990464,0.2129960147,-0.028099548,1.3893331288,0.1658020996,0.7495405648,0.5419413432,0.8352260313,4.0,-4.492453231,6.4869930804,321.78553255,-17.22326737,0.051070067,0.033992786,0.8821154246,0.6349200248,0.0,-0.30608542,1.5005351272,0.1029959344,0.0867993166,0.0560649951,0.0720868396,0.0599902324,0.0,0.4738834065,0.2707639748,0.5166376559,14.875932036,1.1801733451,-0.104192022,0.5727895763,0.5961357338,0.7378971041,0.00091458,3212131.2779541,1.42607271,0.00910344,1.43875379,0.00136378,0.00100562,0.00552053,0.02513876,-2.17852077,-0.07615925,1.5502688,0.02596123,-1.47173481,0.0266293,-1.40296851,0.02295917,0.03601017,0.03158786,-2.9232008,0.00450934,0.01803566,1.04682716,0.85057144,0.43881188,1.2986246574,1.1624751502,151,0.5614382715,1.1329743935,-1.204990328,1.1636465746
20050930,20050930,30277.0,01,USA,-0.047469,2005,9,20050831,20050831,442.61384411,28.649999619,442.61384411,0.0178951957,0.2830329707,-0.228149101,-0.032247256,-0.010963451,0.037317276,0.0193961274,0.1206556696,-0.006057108,-0.376487751,0.0429948047,0.0058706902,-0.176064068,0.0176296549,0.0849749441,0.0897117389,0.1799582004,0.0872840149,-1.0,0.3659438622,0.2096301308,0.0130603256,0.0,0.1313253684,0.0508056737,-0.006885822,0.0576914957,0.0315740924,0.0262505725,0.00532352,0.0,0.0,0.0055638741,0.0589549791,0.1097356995,0.7898817393,0.1946349053,0.2959224195,0.1622187525,0.5007449617,-0.031548108,-0.031548108,0.0,0.0183611094,0.1572549238,0.0183611094,0.1572549238,0.4044564888,1.4880683645,1.7703927186,4.56319105,0.0,0.3469902137,0.2246247311,-0.105263158,8.0,0.0683697131,0.0295025215,0.0034868883,0.5501445087,0.0614576268,0.0345867509,0.0245873921,-0.003068469,-0.002410026,,0.0014437872,-0.098144894,0.0044913811,0.0009959952,-0.464334584,-0.928630428,0.0702472139,0.2310953391,0.8570018959,0.3223233113,0.2111739955,1.602425726,0.0983990464,0.2129960147,-0.028099548,1.3893331288,0.1658020996,0.7495405648,0.5419413432,0.8352260313,4.0,-4.492453231,6.4869930804,321.78553255,-17.22326737,0.051070067,0.033992786,0.6955927929,0.5006666713,0.0,-0.241363892,1.1832481224,0.0812175229,0.0684456675,0.0442100948,0.0568441325,0.0473053437,0.0,0.3418012624,0.195295862,0.5849451182,15.818446131,1.2204301404,-0.102415439,-0.048399175,0.34027574,0.7614787263,0.00128709,3009755.29795358,1.39463046,0.00844525,1.42191389,0.001497,0.00102353,0.00633085,0.01351807,0.90340253,-0.16269561,0.61644548,0.01405928,0.89647124,0.01278177,-0.39279561,0.01617452,0.04053129,0.01367465,0.80985227,0.00470749,0.01749121,0.88954921,0.81857142,0.43660551,1.2765748783,0.8626332066,152,0.5816337757,1.1368094084,-1.199248975,1.1908990948
20051031,20051031,30277.0,01,USA,-0.083914,2005,10,20050930,20050930,421.60322414,27.290000916,421.60322414,0.0187870038,0.2830329707,-0.2281491,-0.047469415,-0.074228828,-0.006069213,-0.056313329,0.0398111227,0.0358060339,-0.188538714,-0.05828001,0.0068534716,0.1318895426,-0.004875756,0.0849749441,0.0897117389,0.1799582004,0.0872840149,-1.0,0.3659438622,0.2096301308,0.0130603256,0.0,0.1313253684,0.0508056737,-0.006885822,0.0576914957,0.0315740924,0.0262505725,0.00532352,0.0,0.0,0.0055638741,0.0589549791,0.1097356995,0.7898817393,0.1946349053,0.2959224195,0.1622187525,0.5007449617,-0.031548108,-0.031548108,0.0,0.0183611094,0.1572549238,0.0183611094,0.1572549238,0.4044564888,1.4880683645,1.7703927186,4.56319105,0.0,0.3469902137,0.2246247311,-0.105263158,8.0,0.0683697131,0.0295025215,0.0034868883,0.5501445087,0.0614576268,0.0345867509,0.0245873921,-0.003068469,-0.002410026,,0.0014437872,-0.098144894,0.0044913811,0.0009959952,-0.464334584,-0.928630428,0.0702472139,0.2310953391,0.8570018959,0.3223233113,0.2111739955,1.602425726,0.0983990464,0.2129960147,-0.028099548,1.3893331288,0.1658020996,0.7495405648,0.5419413432,0.8352260313,4.0,-4.492453231,6.4869930804,321.78553255,-17.22326737,0.051070067,0.033992786,0.7302576982,0.5256174225,0.0,-0.253392275,1.242215358,0.0852650026,0.0718566611,0.0464133073,0.059676963,0.0496628081,0.0,0.3646160341,0.2083315965,0.5654526223,15.643281533,1.1575163644,-0.119763268,-0.279415461,0.340960309,0.7517214803,0.00225457,2981660.3725791,1.41021521,0.00812703,1.48074787,0.00157281,0.00109971,0.00360133,0.01536657,0.8915744,-0.2350119,1.90337685,0.01310253,-0.62120146,0.01155269,0.36308374,0.01942674,0.03927815,0.01738364,0.32799775,0.00511723,0.01683263,1.00940824,0.77971431,0.43614902,1.2472135087,1.0654394981,153,0.5909186332,1.1352910158,-1.198516421,1.2105963137
20051130,20051130,30277.0,01,USA,0.1304,2005,11,20051031,20051031,386.225,25.0,386.225,0.020507894,0.2830329707,-0.228149095,-0.08391355,-0.078185913,-0.079777201,0.0393315258,0.0517477674,0.1109039892,-0.406113259,0.1192452982,-0.011615515,0.0423024236,-0.004572511,0.0777014583,0.0669672964,0.1032165146,-0.130865998,-1.0,0.3453005858,0.1806411837,-0.022715549,0.0,0.1313253684,0.0036108166,-0.015484422,0.0190952388,0.0623364294,0.0334055919,0.0289308375,0.0,0.0,0.0031424548,0.0541780724,0.1067716981,0.7834079653,0.2193579012,0.2833249147,0.159500627,0.510367157,-0.030652384,-0.030652384,0.0,-0.013452745,-0.116055584,-0.013452745,-0.116055584,0.3781530087,1.4713365718,1.739966875,4.7799853895,0.0,0.3758572129,0.2246247311,-0.105263158,8.0,0.0517577725,0.0295025215,0.0164180648,0.6295560913,0.0555295117,0.0347830796,0.0250358095,0.0002440505,0.0002724482,,0.1921658257,-0.154403357,0.014300994,-0.027712427,-0.520469926,-0.347966261,0.0590632267,0.2219042877,0.8442799067,0.3061478958,0.2364023301,1.5919899533,0.1293691356,0.2059051567,0.0410883012,1.3759971783,0.1679802579,0.7495405648,0.5800889378,0.8301425249,5.0,-4.541401376,6.5768682097,325.75701005,-17.84783191,0.255114698,0.0276942468,0.8181629879,0.594596414,0.0,-0.30751246,1.372257104,0.0948385009,0.1058450385,0.0760955402,0.067129264,0.0561279047,0.0,0.4145691254,0.24327366,0.6088687134,15.16148405,1.2349678712,0.0223149524,-1.024864001,0.381932909,0.7629056053,0.00223506,2840882.95213133,1.47599435,0.0075697,1.58374229,0.00172465,0.00129209,0.0055821,0.01747914,-0.03185626,-0.23923641,0.6037763,0.01405951,-0.01735224,0.01387248,0.70620986,0.01863663,0.02361001,0.01833205,-0.17016539,0.00572726,0.01625655,0.91575526,0.71428571,0.44469618,1.1688952029,1.0662138578,154,0.7231337098,1.3460184658,-1.272763193,1.2359675152
